stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
19297,1067,Valverde,,38.532957,-8.0204
19767,8234,Godinheira,,38.871983,-7.63198
19456,1528,Monte Casa Velha,,38.74189,-7.747318
19335,1113,Sao Bento Ameixial - X,,38.836435,-7.659398
19310,1083,Quinta Manisola - X,,38.587353,-7.933453
19336,1114,Sao Bento Ameixial,,38.845318,-7.650695
22345,9880,Vendas Novas  Finanças,,38.40321,-8.27238
19484,1657,Vimieiro - X,,38.757477,-7.725725
19629,8092,Barraca de Pau,,38.567417,-7.955673
19296,1066,Escola Mitra,,38.528487,-8.016617
19795,8281,S Bento Ameixial Cemiterio,,38.846977,-7.643897
19295,1065,Escola Mitra - X,,38.529098,-8.01487
19338,1116,Evoramonte,,38.765203,-7.716202
19414,1222,Azaruja,,38.704645,-7.778385
19660,8124,Azaruja Largo Morgado Torres,,38.703168,-7.779957
19533,5272,Monte Ponte,,38.450495,-8.15622
19846,8898,Camping Alentejo,,38.793875,-7.686295
19630,8093,Bairro das Espadas,,38.566472,-7.951495
19455,1527,Pego Sino,,38.801248,-7.678467
19732,8199,Evora Granito,,38.590812,-7.914907
19772,8255,S Bento Cortico Lar,,38.92957,-7.577138
19659,8123,Fabrica,,38.696677,-7.778668
19599,8048,Evora Feira Nova,,38.566038,-7.944332
19794,8280,Monte Forcinho,,38.850815,-7.630647
19835,8354,Evora Convento Cartuxa,,38.580707,-7.922393
19427,1251,Sao Bento Cortico,,38.925292,-7.57336
19766,8233,Fonte Nova,,38.861158,-7.618885
19337,1115,Entronc. En 4/18,,38.83465,-7.639798
19658,8122,Monte das Cantarinhas,,38.692505,-7.776155
19588,8025,Ribeira Alcacovas,,38.438618,-8.158662
19649,8112,Evora Estrada Arraiolos,,38.577295,-7.917452
19773,8256,S Bento Cortico Monte Deserto,,38.924457,-7.568002
19294,1064,Mitra - X,,38.522927,-7.998922
19482,1654,Garraia,,38.605148,-7.876918
19454,1526,Antas,,38.850707,-7.620015
19657,8121,Quinta da Saudade Samina,,38.688307,-7.77373
19481,1652,Fonte Imperador - X,,38.841588,-7.626927
19293,1063,Pomarinho,,38.526417,-7.990477
19298,1068,Barrocal - X,,38.516495,-8.00584
19646,8109,Evora Portas de Aviz,,38.577263,-7.911997
19631,8094,Evora Cruz da Picada,,38.564518,-7.929863
19645,8108,Evora Frei Aleixo Intermache,,38.583697,-7.900258
19643,8106,Evora Av D Manuel Trindade Salgueiro,,38.577073,-7.909372
19628,8091,Evora Gare,,38.565593,-7.92541
19644,8107,Evora Parreirinha,,38.580028,-7.904537
19648,8111,Evora Av de Lisboa,,38.571825,-7.915097
19249,822,Evora,,38.568323,-7.918058
19299,1070,Tourega,,38.50402,-8.015592
19656,8120,Monte Branco (Evora),,38.683687,-7.768747
19647,8110,Evora Portas do Raimundo,,38.567695,-7.913255
19632,8095,Evora Rotunda Raimundo,,38.566908,-7.914235
19633,8096,Evora Hipodromo,,38.561423,-7.920862
19582,8008,Evora Hotel Ibis,,38.56655,-7.912835
19634,8097,Evora Parque Campismo,,38.557158,-7.925765
19642,8105,Evora Bairro das Nogueiras,,38.575118,-7.897602
19641,8104,Evora Av S Joao de Deus,,38.572283,-7.901325
19300,1071,Tojal,,38.491635,-8.027447
19292,1062,Penedo Cegonha,,38.552897,-7.928833
19580,8000,B. Comenda,,38.577613,-7.891757
19635,8098,Evora Hotel D Fernando,,38.565387,-7.908028
19640,8103,Evora Hospitais,,38.568335,-7.901623
19457,1529,Paco Quinta,,38.678368,-7.761715
19639,8102,Evora Centro de Saude,,38.566463,-7.901732
19636,8099,Evora Chafariz Del Rei,,38.565268,-7.901847
19413,1221,Caminho Carreira Tiro,,38.584425,-7.872625
19637,8100,Evora Antiga Est Reguengos,,38.565007,-7.896787
19412,1220,Degebe,,38.594137,-7.85143
19765,8232,Estremoz Escola,,38.848562,-7.586797
19771,8251,Estremoz Quintinha,,38.851682,-7.583992
19638,8101,Evora S Jose da Ponte,,38.561038,-7.892137
19470,1569,Nª. Senhora Machede - X,,38.598848,-7.838792
19423,1246,Sao Lourenço - 1 X,,38.894975,-7.549898
19301,1072,Hospital,,38.459173,-8.052592
19458,1538,Entronc. En 254/18,,38.559155,-7.891128
19424,1247,Sao Lourenço Mamporcao,,38.893247,-7.54925
19774,8257,Restaurante A Nora,,38.864937,-7.5698
